commune,year,kontakt,burgle,violentcrime,violentcrime_rate,drug_smuggling,drug_total,drug_trafficking,murder,murderrate,age1565,lowbracket,id,pop,pctforeign,cAdmin,cEducationCulture,cHospitalHealthInsurance,cHousing,cMainAccounts,cSocialHealth,cTrafficInfrastructure,cUtilities,delta_eSocialHealth,eAdmin,eAdminhead,eEducationCulture,eEducationhead,eHospitalHealthInsurance,eHousing,eHousinghead,eMainAccounts,g_social,eSocialhead,eTotalhead,eTrafficInfrastructure,eTraffichead,eUtilities,eUtilitieshead,esocial_head,eutilhead,lowincome,lowincome_rate,pct_runningcons_social,rAdmin,rEducationCulture,rHospitalHealthInsurance,rHousing,rMainAccounts,rSocialHealth,rTrafficInfrastructure,rUtilities,sd_share,sd_share_foreign,seatsCDP,seatsCPP,seatsCoPP,seatsDPP,seatsDR,seatsLDP,seatsPP,seatsSDP,seatsSLP,seatsSPP,seatsSlesvig,seatsUL,seatsmisc,social_head,totalseats,unemp_rate,unemployed,g_social_head,lowbracket_rate,c_social_head,d_c_social_head,g_housing_head,g_admin_head,g_education_head,g_utilities_head,g_traffic_head,pct1565,crime_vtheft
Hedensted,2004,19085,114,31,1.855842829,0,1,1,0,0,11360,835,Hedensted,16704,0.019875478,683,12332,0,-13815,39197,16819,11351,11827,23805,60620,3.629070997,154929,9.274964333,0,8354,0.500119746,550675,328834000,19.6859436,32.96665573,12417,0.743354857,-14479,-0.866798401,19.6859436,-0.866798401,7046,0.421815127,0.538711548,0,-46,0,-234,-70366,-70086,0,0,0.368421048,0.007322544,0,1,0,1,0,7,0,7,1,0,0,0,2,19.6859436,19,0.026760057,447,19685944,0.049988028,16497066,15232747,500119.7188,3629071,9274964,-866798.375,743354.875,0.680076599,145
Helle,2004,13730,32,7,0.837320566,0,0,0,0,0,5609,490,Helle,8360,0.026555024,0,780,0,-9520,15274,22564,376,1074,8589,32018,3.829904318,81236,9.717225075,0,4339,0.519019127,297819,173209000,20.71878052,35.62428284,9837,1.176674604,-2820,-0.337320566,20.71878052,-0.337320566,3800,0.454545468,0.523840845,0,-27,0,-125,-36440,-36288,0,0,0.200000003,0.005311005,0,0,1,0,0,11,0,3,0,0,0,0,0,20.71878052,15,0.017703349,148,20718780,0.05861244,19077152,17615098,519019.125,3829904.25,9717225,-337320.5625,1176674.625,0.670933008,39
Helsinge,2004,38390,71,45,2.319826841,0,3,3,0,0,13745,1052,Helsinge,19398,0.032941539,3865,5370,0,-16495,19356,3568,6870,16178,21396,82970,4.277245045,155480,8.015259743,0,14697,0.757655442,700081,449865000,23.19130898,36.09037018,15880,0.818641126,-18811,-0.969739139,23.19130898,-0.969739139,6636,0.342097133,0.587869883,0,-229,0,0,-93508,-93279,0,0,0.176470593,0.005813213,0,0,1,1,0,7,0,3,0,5,0,0,0,23.19130898,17,0.028198784,547,23191308,0.054232396,18566552,17143630,757655.4375,4277245,8015259.5,-969739.125,818641.125,0.708578229,116
Helsingør,2004,218930,712,257,4.218162537,0,11,11,1,1.64E-05,42545,3308,Helsingør,60927,0.060350914,19904,30992,0,-37374,145011,42066,5340,84083,89279,283935,4.660249233,546221,8.965171814,0,61781,1.014016747,2777838,1892992000,31.06983757,45.59289169,53016,0.870156109,-60107,-0.986541271,31.06983757,-0.986541271,21953,0.360316455,0.618454993,0,-2332,0,0,-464837,-462505,0,0,0.280000001,0.016898256,0,0,13,1,0,2,0,7,0,2,0,0,0,31.06983757,25,0.026244523,1599,31069838,0.054294482,24169136,22316838,1014016.75,4660249,8965171,-986541.25,870156.0625,0.698294699,969
Herlev,2004,103156,179,96,3.520093918,0,3,3,2,7.33E-05,18810,1372,Herlev,27272,0.071758583,2744,17304,0,6112,46307,432,6951,12764,42301,116818,4.283441067,279779,10.25883675,0,34902,1.27977407,1247836,801056000,29.37283707,45.75520706,18204,0.667497814,-2923,-0.107179523,29.37283707,-0.107179523,9406,0.344895869,0.572650969,0,-693,0,0,-203989,-203296,0,0,0.684210539,0.049097978,0,0,1,1,0,2,0,13,0,2,0,0,0,29.37283707,19,0.025410678,693,29372836,0.050308008,21934292,20253270,1279774.125,4283441,10258837,-107179.5234,667497.8125,0.689718366,275
Herning,2004,119737,347,153,2.588482141,0,10,10,2,3.38E-05,42134,2828,Herning,59108,0.043733504,794,38122,0,23375,146603,23389,28629,32294,74028,219969,3.72147584,478558,8.09633255,0,31494,0.532821298,2207918,1453034000,24.58269691,37.35396194,54925,0.929231226,-30062,-0.508594453,24.58269691,-0.508594453,23522,0.397949517,0.594640493,0,-208,0,0,-346173,-345965,0,0,0.238095239,0.010412739,0,1,1,1,0,9,0,5,4,0,0,0,0,24.58269691,21,0.028845504,1705,24582696,0.047844622,19125294,17659550,532821.25,3721476,8096332,-508594.4375,929231.25,0.712830722,500
Hillerød,2004,90190,163,177,4.760623932,0,2,2,0,0,25713,1915,Hillerød,37180,0.043975256,2255,30313,0,-60140,15047,7006,8695,26918,57903,178395,4.798144341,384804,10.34975815,0,30347,0.816218376,1515762,939217000,25.26135063,40.76820755,27058,0.727756858,-44059,-1.185018778,25.26135063,-1.185018778,13988,0.376223773,0.565886021,0,0,0,0,-187666,-187666,0,0,0.523809552,0.02303466,0,1,2,1,0,4,0,11,0,1,0,0,1,25.26135063,21,0.023480365,873,25261350,0.051506188,20402288,18838676,816218.375,4798144,10349758,-1185018.875,727756.875,0.691581488,340
Hinnerup,2004,25263,66,8,0.678483546,0,1,1,0,0,8181,654,Hinnerup,11791,0.02832669,405,8896,0,-27096,-5064,485,8526,3720,19474,51669,4.382071018,125253,10.62276268,0,9166,0.777372599,429981,237800000,20.16792488,36.4668808,9185,0.778983951,-3092,-0.262233913,20.16792488,-0.262233913,5006,0.424561113,0.481249452,0,0,0,0,-59512,-59512,0,0,0.294117659,0.00833138,0,0,0,0,0,10,0,5,0,1,0,0,1,20.16792488,17,0.023831736,281,20167924,0.055466034,15161818,13999831,777372.5625,4382071,10622763,-262233.9063,778984,0.693834305,74
Hirtshals,2004,35961,93,51,3.574432373,0,1,1,0,0,9883,815,Hirtshals,14268,0.038197365,0,4016,0,-6909,40876,1536,2974,39259,21536,65443,4.586697578,138982,9.740818977,0,9328,0.653770685,566553,353463000,24.77312851,39.70794678,11234,0.787356317,-11897,-0.833823919,24.77312851,-0.833823919,5944,0.416596591,0.546933711,0,-922,0,-46,-98361,-97393,0,0,0.157894731,0.006031163,0,0,1,1,0,4,0,3,0,0,0,0,10,24.77312851,19,0.047799271,682,24773128,0.05712083,18054808,16671105,653770.6875,4586697.5,9740819,-833823.9375,787356.3125,0.692668915,144
Hjørring,2004,107177,270,156,4.41026783,0,2,2,0,0,24421,1806,Hjørring,35372,0.033698972,283,25141,0,-8321,95417,28252,15625,34437,52826,133568,3.776094198,289820,8.193486214,0,28430,0.803743064,1402589,929257000,26.27097702,39.65252304,46232,1.307022452,-24718,-0.698801339,26.27097702,-0.698801339,14076,0.397941887,0.587428451,0,-696,0,-112,-257275,-256467,0,0,0.476190478,0.016047129,0,0,2,0,0,8,0,10,0,1,0,0,0,26.27097702,21,0.041812733,1479,26270978,0.051057335,19819124,18300206,803743.0625,3776094,8193486.5,-698801.3125,1307022.5,0.690404832,426
Hobro,2004,34171,61,48,3.153330564,0,14,14,0,0,10457,786,Hobro,15222,0.041190382,540,6355,0,-6699,26751,4911,3425,18219,20967,59911,3.935816526,139729,9.179410934,0,10319,0.677900434,618096,408335000,26.82531929,40.60543823,11688,0.767836034,-11886,-0.780843496,26.82531929,-0.780843496,5227,0.343384564,0.596039832,0,-464,0,0,-99983,-99519,0,0,0.400000006,0.016476152,0,0,2,0,0,6,0,6,0,0,0,0,1,26.82531929,15,0.033438444,509,26825318,0.051635791,20610104,19030566,677900.4375,3935816.5,9179411,-780843.5,767836,0.68696624,109
Holbæk,2004,105128,157,139,4.008998394,0,1,1,0,0,24629,1818,Holbæk,34672,0.046319798,0,83044,0,-39815,87272,0,40340,3703,34926,131823,3.802001715,318923,9.19828701,0,29448,0.849330842,1436795,933879000,26.93467331,41.43963242,32661,0.941999316,-9939,-0.28665781,26.93467331,-0.28665781,13195,0.380566448,0.579659343,0,-2308,0,0,-247029,-244220,-501,0,0.333333343,0.015439933,0,0,2,1,0,5,0,7,5,1,0,0,0,26.93467331,21,0.027140055,941,26934674,0.05243424,19890950,18366528,849330.875,3802001.5,9198287,-286657.8125,941999.3125,0.710342646,296
Holeby,2004,16134,18,3,0.73909831,0,1,1,0,0,2880,210,Holeby,4059,0.024636609,0,1276,0,2054,7044,30,181,3503,8051,22338,5.503325939,36407,8.969450951,0,1153,0.284060121,193871,128920000,31.76151848,47.76324081,6152,1.515644193,-1099,-0.270756334,31.76151848,-0.270756334,1338,0.329637855,0.585419238,0,-9,0,0,-37226,-37217,0,0,0.307692319,0.007580495,0,0,1,1,0,3,0,4,0,0,0,0,4,31.76151848,13,0.035969451,146,31761518,0.05173688,22599900,20867866,284060.125,5503326,8969451,-270756.3438,1515644.25,0.709534347,21
Holmegaard,2004,20250,58,11,1.519966841,0,0,0,0,0,5048,380,Holmegaard,7237,0.027083045,64,263,0,-4775,-3547,347,1855,-1301,11060,31980,4.418958187,70820,9.785822868,0,7813,1.079591036,281070,165520000,22.87135506,38.83791733,7238,1.000138164,-2301,-0.317949414,22.87135506,-0.317949414,2992,0.413430989,0.502371609,0,-41,0,0,-48951,-48910,0,0,0.615384638,0.016666491,0,0,2,0,0,3,0,8,0,0,0,0,0,22.87135506,13,0.023214038,168,22871356,0.052507944,16160979,14922417,1079591,4418958,9785823,-317949.4375,1000138.188,0.697526574,69
Holmsland,2004,7416,7,22,4.137671471,0,0,0,0,0,3815,269,Holmsland,5317,0.042317096,0,5900,0,-227,15042,3954,4904,511,5074,25743,4.841639996,44871,8.439157486,0,2981,0.560654521,179060,105779000,19.89448929,33.6768837,3992,0.750799298,-4306,-0.809855163,19.89448929,-0.809855163,2428,0.456648499,0.520850539,0,-112,0,0,-26354,-26242,0,0,0.090909094,0.003847009,0,0,0,0,0,0,0,1,0,0,0,0,10,19.89448929,11,0.029151777,155,19894490,0.050592441,15702652,14499216,560654.5,4841640,8439157,-809855.1875,750799.3125,0.717509866,29
Holstebro,2004,85861,186,138,3.35529685,0,1,1,0,0,29201,2168,Holstebro,41129,0.034574144,500,38221,0,8668,102843,36103,19311,40,39894,163878,3.984487772,328950,7.998006344,0,15075,0.366529703,1593081,1049224000,25.5105648,38.73376465,35419,0.861168504,535,0.013007853,25.5105648,0.013007853,15305,0.372121871,0.597612441,0,-4887,0,8,-253631,-248752,0,0,0.238095239,0.008231939,0,1,0,1,0,10,0,5,3,1,0,0,0,25.5105648,21,0.026477668,1089,25510564,0.052712198,20340272,18781414,366529.6875,3984487.75,7998006.5,13007.85352,861168.5,0.709985673,324
Holsted,2004,14253,29,7,1.004736662,0,1,1,0,0,4696,429,Holsted,6967,0.03617052,3,793,0,3361,18151,416,2772,10806,11665,29143,4.18300581,59622,8.557772636,0,2831,0.406344205,267227,167777000,24.08167076,38.3561058,11289,1.620353103,-3435,-0.493038625,24.08167076,-0.493038625,3266,0.468781412,0.553255439,0,-136,0,0,-44921,-44785,0,0,0.200000003,0.007234104,0,0,1,1,0,7,0,3,0,0,0,0,3,24.08167076,15,0.021099469,147,24081670,0.061576001,17713218,16355694,406344.1875,4183005.5,8557772,-493038.625,1620353.125,0.674034715,36
Horsens,2004,275723,648,284,4.891407013,0,21,21,0,0,41599,2802,Horsens,58061,0.056096174,1588,7133,0,51829,150447,33441,9449,47007,68821,261037,4.495909691,478625,8.243485451,0,41505,0.714851618,2446745,1691607000,29.13499641,42.14093781,54405,0.937031746,-80434,-1.385336161,29.13499641,-1.385336161,21404,0.368646771,0.618352234,0,-2648,0,0,-478535,-474560,-1327,0,0.479999989,0.026926164,0,0,2,1,0,8,0,12,0,2,0,0,0,29.13499641,25,0.03987186,2315,29134996,0.04825959,21537486,19886874,714851.625,4495909.5,8243485.5,-1385336.125,937031.75,0.716470599,932
Hundested,2004,20626,56,33,3.379416227,0,9,9,0,0,6983,515,Hundested,9765,0.037071172,57,21697,0,149,23170,-475,2282,-540,10071,52391,5.365181923,91469,9.367025375,0,10271,1.051817775,419179,261818000,26.81188011,42.9266777,7079,0.724936008,-3849,-0.394162834,26.81188011,-0.394162834,3386,0.34674859,0.555426717,0,-144,0,-11,-65568,-65413,0,0,0.545454562,0.020220639,0,0,1,1,0,2,0,6,0,1,0,0,0,26.81188011,11,0.026523298,259,26811880,0.052739374,20064516,18526792,1051817.75,5365182,9367025,-394162.8125,724936,0.715104938,89
Hvalsø,2004,15968,44,12,1.530807495,0,0,0,0,0,5580,432,Hvalsø,7839,0.031253986,0,4009,0,-7958,9717,10156,1588,1922,10374,39544,5.044520855,87565,11.17043018,0,6811,0.868860841,299452,166152000,21.19556046,38.20027924,5459,0.696389854,-6079,-0.775481582,21.19556046,-0.775481582,3107,0.396351576,0.491915792,0,-219,0,-61,-37645,-37365,0,0,0.230769232,0.007212458,0,0,2,0,0,5,0,3,0,0,0,0,3,21.19556046,13,0.021431305,168,21195560,0.055109069,17724582,16366187,868860.8125,5044521,11170430,-775481.5625,696389.875,0.71182549,56
Hvidebæk,2004,12675,46,19,3.496503353,0,0,0,0,0,3788,311,Hvidebæk,5434,0.01472212,0,9789,0,-281,12195,128,36,2523,9857,25595,4.710158348,47238,8.693043709,0,3186,0.58630842,223003,142327000,26.19194031,41.03845978,7405,1.362716198,-2748,-0.50570482,26.19194031,-0.50570482,1840,0.338608772,0.569672465,0,-10,0,-11,-35576,-35555,0,0,0.266666681,0.003925899,0,0,0,0,0,4,0,4,0,0,0,0,7,26.19194031,15,0.036989328,201,26191940,0.057232242,19672432,18164756,586308.4375,4710158.5,8693044,-505704.8125,1362716.25,0.697092354,65
Hvidovre,2004,142514,492,168,3.363228559,1,6,5,2,4.00E-05,34831,2351,Hvidovre,49952,0.066583924,2578,45710,0,34921,159685,26678,14090,35708,74056,276915,5.543622017,424919,8.506546021,0,54128,1.083600283,2274744,1503901000,30.10692215,45.53859711,46335,0.927590489,-31454,-0.629684508,30.10692215,-0.629684508,17168,0.343689948,0.606596708,0,-2764,0,0,-322348,-319584,0,0,0.523809552,0.034877297,0,0,1,1,0,3,0,11,0,1,0,0,4,30.10692215,21,0.036234785,1810,30106922,0.047065184,24243174,22385200,1083600.25,5543622,8506546,-629684.5,927590.5,0.697289407,660
Hvorslev,2004,9037,34,8,1.171989441,0,0,0,0,0,4566,337,Hvorslev,6826,0.023586288,127,1764,0,476,10891,1803,4693,2028,12803,31413,4.601963043,60290,8.83240509,0,3311,0.485057145,251223,148241000,21.71711159,36.80383682,10999,1.611338973,-3031,-0.444037497,21.71711159,-0.444037497,2158,0.316144168,0.528460562,0,-23,0,-112,-33114,-32979,0,0,0.333333343,0.007862097,0,0,2,0,0,8,0,5,0,0,0,0,0,21.71711159,15,0.025197772,172,21717112,0.049370054,17149868,15835519,485057.125,4601963,8832406,-444037.5,1611339,0.668913007,42
Høje Taastrup,2004,170233,349,212,4.653613091,0,4,4,0,0,32954,2406,Høje Taastrup,45556,0.086772323,0,18409,0,13729,154455,66253,32851,23213,41070,266371,5.847111225,522147,11.4616518,0,40066,0.879489005,2088582,1237946000,27.17416,45.84647369,43167,0.947559059,-21115,-0.463495493,27.17416,-0.463495493,16662,0.36574766,0.526621163,0,-822,0,0,-293373,-292551,0,0,0.523809552,0.04545217,0,0,3,2,0,4,0,11,0,1,0,0,0,27.17416,21,0.031170428,1420,27174160,0.052814119,22206690,20504792,879489,5847111,11461652,-463495.4688,947559.0625,0.723373413,561
Højer,2004,7120,8,11,3.722504139,0,1,1,0,0,1973,192,Højer,2955,0.058206432,0,4466,0,63,5999,292,185,993,5349,17098,5.786125183,22640,7.661590576,0,2212,0.74856174,120294,75287000,25.4778347,40.70862961,4064,1.375296116,-1007,-0.340778351,25.4778347,-0.340778351,1293,0.437563449,0.561389983,0,0,0,-10,-17704,-17694,0,0,0.384615391,0.022387089,0,0,1,0,0,4,0,5,0,0,1,0,2,25.4778347,13,0.027411168,81,25477834,0.064974621,19588832,18087564,748561.75,5786125,7661590.5,-340778.3438,1375296.125,0.667681873,19
Højreby,2004,15704,23,8,1.969473243,0,0,0,0,0,2826,255,Højreby,4062,0.026341703,0,2955,0,-206,3390,0,0,641,7426,24110,5.935499668,33233,8.181437492,0,2071,0.509847343,183563,121951000,30.02240181,45.19029999,6374,1.569177747,-4176,-1.028064966,30.02240181,-1.028064966,1580,0.388970941,0.592986465,0,-1,0,-27,-32256,-32228,0,0,0.461538464,0.012157709,0,0,0,1,0,5,0,6,0,0,0,0,1,30.02240181,13,0.040866569,166,30022402,0.06277696,22088380,20395548,509847.375,5935500,8181437.5,-1028065,1569177.75,0.695716381,31
Høng,2004,15215,61,29,3.475551367,0,2,2,1,0.000119847,5718,579,Høng,8344,0.029362416,717,2021,0,-6426,3253,0,1611,5330,8270,30373,3.640100718,60495,7.250119686,0,4408,0.528283775,314586,213886000,25.63350868,37.7020607,8643,1.035834074,-3219,-0.385786206,25.63350868,-0.385786206,3648,0.437200397,0.621649265,0,0,0,-50,-48563,-48513,0,0,0.200000003,0.005872483,0,0,0,0,0,3,0,3,0,2,0,0,7,25.63350868,15,0.030441035,254,25633510,0.069391176,19819390,18300452,528283.8125,3640100.75,7250120,-385786.1875,1035834.125,0.685282826,90
Hørning,2004,15026,50,18,2.121640921,0,0,0,0,0,5981,507,Hørning,8484,0.022630835,0,3012,0,-181,17214,5714,7148,1521,12299,37863,4.462871075,79819,9.408180237,0,3027,0.356789261,298282,172670000,20.35242844,35.15818024,8824,1.040075421,-3921,-0.462164074,20.35242844,-0.462164074,3576,0.421499282,0.507877171,0,-178,0,-297,-44002,-43527,0,0,0.461538464,0.010445001,0,0,2,0,0,5,0,6,0,0,0,0,0,20.35242844,13,0.029349364,249,20352428,0.059759546,15895450,14677238,356789.25,4462871.5,9408180,-462164.0625,1040075.438,0.704974055,68
Hørsholm,2004,34508,157,32,1.319805264,0,0,0,0,0,16277,1636,Hørsholm,24246,0.051307432,0,1268,0,-7003,5324,0,5014,6045,34906,117814,4.859110832,219961,9.072052956,0,25796,1.063928127,884266,508636000,20.97813988,36.4705925,17998,0.742308021,-5939,-0.244947627,20.97813988,-0.244947627,8982,0.370452851,0.52821219,0,-1072,0,0,-90354,-89282,0,0,0.06666667,0.003420496,0,0,7,0,0,4,0,1,0,0,0,0,3,20.97813988,15,0.019879568,482,20978140,0.067475051,17295800,15970267,1063928.125,4859111,9072053,-244947.625,742308,0.671327233,189
Ikast,2004,43557,128,62,2.672989845,0,1,1,0,0,16381,1282,Ikast,23195,0.047079112,95,18217,0,18669,76318,26328,7843,5166,25433,95264,4.107091904,172150,7.421858311,0,19467,0.839275718,856837,550473000,23.73239899,36.9405899,23212,1.000732899,-3729,-0.160767406,23.73239899,-0.160767406,10861,0.468247473,0.576259851,0,-127,0,0,-134137,-134010,0,0,0.294117659,0.013846799,0,1,3,1,0,7,0,5,0,0,0,0,0,23.73239899,17,0.036602717,849,23732400,0.055270534,19089934,17626900,839275.6875,4107092,7421858,-160767.4063,1000732.938,0.706229806,190
Ishøj,2004,79157,217,145,6.987951756,0,6,6,0,0,15182,1219,Ishøj,20750,0.134072289,0,35905,0,26939,75770,8921,2118,1887,35868,115999,5.590313435,248563,11.97894001,0,44639,2.151277065,1034808,599882000,28.90997505,49.87026596,22436,1.081253052,3289,0.158506021,28.90997505,0.158506021,8020,0.386506021,0.505843043,0,-1158,0,0,-157014,-155856,0,0,0.588235319,0.078866057,0,0,1,2,0,2,0,10,0,2,0,0,0,28.90997505,17,0.041156627,854,28909976,0.058746986,21828772,20155836,2151277,5590313.5,11978940,158506.0313,1081253,0.731662631,362
Jelling,2004,10890,36,10,1.736714125,0,0,0,0,0,3868,342,Jelling,5758,0.028134769,0,169,0,-3244,6586,3145,6386,130,5461,24861,4.317645073,61122,10.61514378,0,480,0.083362281,214294,123886000,21.51545715,37.21674347,5799,1.00712049,-1854,-0.321986794,21.51545715,-0.321986794,2228,0.386939913,0.527189732,0,-401,0,0,-23928,-23527,0,0,0.15384616,0.004328426,0,0,1,1,0,4,0,2,1,2,0,0,2,21.51545715,13,0.020666899,119,21515456,0.059395622,17975686,16598047,83362.28125,4317645,10615144,-321986.8125,1007120.5,0.671761036,46
Jernløse,2004,9814,32,14,2.353732347,0,0,0,1,0.000168124,4210,365,Jernløse,5948,0.024882313,0,3600,0,-2801,22669,18790,572,2508,5515,26592,4.470746517,52718,8.863147736,0,2203,0.370376587,204820,120837000,20.31556892,34.43510437,6301,1.05934763,-3831,-0.644082069,20.31556892,-0.644082069,2231,0.375084072,0.524610698,0,-63,0,0,-28291,-28228,0,0,0.230769232,0.005742072,0,0,1,0,0,6,0,3,2,1,0,0,0,20.31556892,13,0.025386686,151,20315568,0.061365165,18728816,17293458,370376.5938,4470746.5,8863147,-644082.0625,1059347.625,0.707800925,46
Juelsminde,2004,25897,75,29,1.88323915,0,0,0,0,0,10393,782,Juelsminde,15399,0.026365349,0,20957,0,6872,42994,5895,194,9076,18667,57710,3.747645855,126105,8.189167976,0,6569,0.426586151,529867,337573000,21.92174911,34.4091835,12064,0.783427477,-10154,-0.659393489,21.92174911,-0.659393489,5915,0.384115845,0.5715065,0,-346,0,-216,-82411,-81849,0,0,0.210526317,0.0055506,0,0,2,1,0,10,0,4,0,1,0,0,1,21.92174911,19,0.025521137,393,21921748,0.050782517,16989350,15687303,426586.1563,3747646,8189168,-659393.4375,783427.5,0.674913943,104
Jægerspris,2004,22927,15,47,4.941126823,0,0,0,0,0,6744,490,Jægerspris,9512,0.027964676,273,1309,0,2446,9176,-1004,199,5953,14005,51259,5.388877392,80669,8.480761528,0,6594,0.693229616,407107,266865000,28.05561447,42.79930496,8744,0.919259906,-7024,-0.738435686,28.05561447,-0.738435686,2786,0.292893201,0.595654428,0,0,0,0,-60270,-60270,0,0,0.466666669,0.013050182,0,0,0,1,0,5,0,7,0,1,0,0,1,28.05561447,15,0.025756938,245,28055614,0.051513877,21613856,19957392,693229.625,5388877,8480761,-738435.6875,919259.875,0.708999157,62
Kalundborg,2004,55647,101,97,4.855826855,0,3,3,0,0,14044,1053,Kalundborg,19976,0.036143374,1872,17664,0,7202,124601,27410,5710,64743,38729,87269,4.368692398,179815,9.001551628,0,21668,1.084701657,849788,584980000,29.28414154,42.54044724,22698,1.13626349,-46642,-2.33490181,29.28414154,-2.33490181,7359,0.36839208,0.622659862,0,-162,0,0,-148442,-148280,0,0,0.263157904,0.009511415,0,0,2,0,0,5,0,5,0,6,0,0,1,29.28414154,19,0.030937124,618,29284140,0.052713256,23233378,21452794,1084701.625,4368692.5,9001552,-2334902,1136263.5,0.70304364,198
Karlebo,2004,76826,242,82,4.218975067,0,1,1,0,0,13850,1208,Karlebo,19436,0.089061536,3,3367,0,-12494,18925,2015,12225,13809,12085,96002,4.939390659,227957,11.72859669,0,11750,0.604548275,883285,539897000,27.77819443,45.44582367,14663,0.754424751,-6984,-0.359333187,27.77819443,-0.359333187,7205,0.370703846,0.549115777,0,0,0,0,-121697,-121697,0,0,0.294117659,0.026194571,0,0,1,1,0,7,0,5,0,1,0,0,2,27.77819443,17,0.022741305,442,27778196,0.062152706,21620448,19963478,604548.25,4939391,11728596,-359333.1875,754424.75,0.712595165,324
Karup,2004,16440,13,12,1.795869589,0,2,2,0,0,4662,410,Karup,6682,0.019604908,363,988,0,-769,3876,1800,992,502,10902,32280,4.830888748,54830,8.205627441,0,5375,0.804399908,265918,168135000,25.1623764,39.79616928,5854,0.876084983,-556,-0.083208621,25.1623764,-0.083208621,2657,0.39763543,0.57039994,0,-55,0,0,-38432,-38377,0,0,0.333333343,0.006534969,0,0,1,4,0,5,0,5,0,0,0,0,0,25.1623764,15,0.026938042,180,25162376,0.061358873,19688418,18179516,804399.875,4830889,8205627,-83208.61719,876085,0.697695315,25
Kerteminde,2004,23858,45,14,1.265136361,0,0,0,0,0,7604,608,Kerteminde,11066,0.025754564,0,5655,0,2255,14563,743,1255,4655,2698,44587,4.029188633,113733,10.27769756,0,4555,0.411621183,423571,258254000,23.33761024,38.27679443,11036,0.997289002,-8594,-0.776613057,23.33761024,-0.776613057,4244,0.383517087,0.536533296,0,0,0,-80,-67047,-66967,0,0,0.294117659,0.007574872,0,0,6,0,0,4,0,5,0,2,0,0,0,23.33761024,17,0.032712813,362,23337610,0.05494307,17353152,16023223,411621.1875,4029188.5,10277697,-776613.0625,997289,0.687149823,59
Kjellerup,2004,28892,33,19,1.360446811,0,1,1,0,0,9310,796,Kjellerup,13966,0.024273235,269,12704,0,-3431,26121,5765,6153,4661,16960,48225,3.453028679,109481,7.839109421,0,8600,0.615781188,483808,306728000,21.96248055,34.6418457,16289,1.166332483,-5515,-0.394887596,21.96248055,-0.394887596,5779,0.413790643,0.56562984,0,-648,0,-238,-78177,-77291,0,0,0.411764711,0.009994862,0,0,1,0,0,7,0,7,0,0,0,0,2,21.96248055,17,0.026707718,373,21962480,0.056995559,16841042,15550361,615781.1875,3453028.75,7839109.5,-394887.5938,1166332.5,0.666618943,52
Kolding,2004,215634,442,226,3.571315765,0,13,13,1,1.58E-05,45108,3020,Kolding,63282,0.05312727,13163,171612,0,-2002,237820,14246,17899,22902,98505,300617,4.750434399,582083,9.198239326,0,44214,0.69868207,2644398,1701968000,26.89497757,41.78752136,68760,1.086564898,-53244,-0.841376722,26.89497757,-0.841376722,23511,0.371527463,0.57554239,0,-933,0,-5,-426292,-425354,0,0,0.439999998,0.023375999,0,0,1,2,0,7,0,11,1,2,0,0,1,26.89497757,25,0.028159667,1782,26894978,0.047722891,20398534,18835210,698682.0625,4750434.5,9198240,-841376.6875,1086564.875,0.712809324,668
Korsør,2004,74424,173,78,3.797098637,0,2,2,1,4.87E-05,14337,1117,Korsør,20542,0.03232402,0,81850,0,-14915,146713,72101,252,7425,-2391,97404,4.741699696,163670,7.967578411,0,21380,1.040794492,848640,558653000,27.19564819,41.31243134,18482,0.899717629,-10949,-0.533005536,27.19564819,-0.533005536,7189,0.34996593,0.578769922,0,0,0,0,-160211,-160211,0,0,0.470588237,0.015211304,0,0,1,2,0,4,0,8,0,2,0,0,0,27.19564819,17,0.044786293,920,27195648,0.054376401,22906386,21150864,1040794.5,4741700,7967578.5,-533005.5625,899717.625,0.697935939,251
Køge,2004,152466,147,157,3.956054688,0,4,4,1,2.52E-05,28033,1887,Køge,39686,0.044474121,2045,37209,0,15225,140429,57339,7742,20869,34842,173228,4.364964962,423997,10.68379307,0,44407,1.118958831,1711819,1070819000,26.98228645,43.13407898,29515,0.74371314,-30147,-0.759638131,26.98228645,-0.759638131,14248,0.359018296,0.556045353,0,-1652,0,0,-271699,-270047,0,0,0.380952388,0.016942523,0,0,2,1,0,7,0,8,1,1,0,0,1,26.98228645,21,0.028397923,1127,26982286,0.047548253,21622512,19965384,1118958.875,4364965,10683793,-759638.1875,743713.125,0.706369996,304
Langebæk,2004,13154,36,11,1.734742165,0,3,3,0,0,4412,380,Langebæk,6341,0.024128687,0,0,0,4601,12806,1430,1648,5127,5546,30037,4.736949921,50629,7.984387398,0,3214,0.506860137,230258,143138000,22.57341194,36.31256866,5842,0.921305776,-2602,-0.410345376,22.57341194,-0.410345376,2363,0.37265417,0.535813868,0,0,0,-28,-42635,-42607,0,0,0.333333343,0.008042896,0,0,2,0,0,5,0,5,0,0,0,0,3,22.57341194,15,0.038479734,244,22573412,0.059927456,16079642,14847314,506860.125,4736950,7984387.5,-410345.375,921305.8125,0.695789337,47
