"","name","state","treated","y1986","y1994","y1983","y1990"
"291","EHRENHAUSEN","STYRIA",1,0.5170316,0.446505,0.5748032,0.5366161
"292","EHRWALD","TYROL",1,0.2344731,0.2446892,0.2751966,0.301083
"293","EIBISWALD","STYRIA",1,0.3631841,0.3052527,0.5869219,0.5501795
"294","EICHBERG","STYRIA",1,0.2750611,0.245098,0.3200498,0.3055556
"295","EICHBERG-TRAUTENBURG","STYRIA",1,0.2811918,0.2267442,0.363964,0.2655971
"296","EICHENBERG","VORARLBERG",1,0.035503,0.0606061,0.0189873,0.0634921
"297","EICHFELD","STYRIA",1,0.2378917,0.2075472,0.277037,0.2496454
"298","EICHGRABEN","LOWERAUSTRIA",0,0.4084881,0.3120357,0.4633183,0.4117647
"299","EICHKOEGL","STYRIA",1,0.3298292,0.2585034,0.3582888,0.3566085
"300","EIDENBERG","UPPERAUSTRIA",0,0.1876268,0.172549,0.2142857,0.2252964
"301","EISENERZ","STYRIA",1,0.6663573,0.615961,0.76263,0.6563075
"302","EISENKAPPEL-VELLACH","CARINTHIA",1,0.6182162,0.6116095,0.64945,0.6365514
"303","EISENSTADT (STADT)","BURGENLAND",0,0.3193782,0.2753128,0.3494748,0.3246791
"304","EISENSTADT-UMGEBUNG","BURGENLAND",0,0.5312984,0.4739476,0.5607039,0.5375165
"305","EISGARN","LOWERAUSTRIA",0,0.3927928,0.3866944,0.5844128,0.4107486
"306","EITZING","UPPERAUSTRIA",0,0.2727273,0.2320574,0.2898936,0.3029557
"307","ELBIGENALP","TYROL",1,0.0685841,0.0685579,0.0709382,0.0945946
"308","ELIXHAUSEN","SALZBURG",0,0.2925019,0.2452431,0.3259669,0.3150376
"309","ELLBOEGEN","TYROL",1,0.2533784,0.192053,0.2828619,0.2665535
"310","ELLMAU","TYROL",1,0.2309711,0.1798134,0.2601476,0.2304422
"311","ELMEN","TYROL",1,0.0829694,0.1184834,0.0859729,0.1057269
"312","ELSBETHEN","SALZBURG",0,0.2215264,0.1970055,0.2452043,0.220202
"313","ELTENDORF","BURGENLAND",0,0.4625302,0.3811159,0.4556114,0.4380306
"314","EMMERSDORF/DONAU","LOWERAUSTRIA",0,0.3669903,0.297271,0.3881374,0.3704062
"315","ENGELHARTSTETTEN","LOWERAUSTRIA",0,0.4463972,0.3912249,0.487069,0.4813206
"316","ENGELHARTSZELL","UPPERAUSTRIA",0,0.240113,0.2016925,0.2714487,0.2630854
"317","ENGERWITZDORF","UPPERAUSTRIA",0,0.4192192,0.337743,0.4741739,0.4281508
"318","ENNS","UPPERAUSTRIA",0,0.5212405,0.4290835,0.5726879,0.5278198
"319","ENNSDORF","LOWERAUSTRIA",0,0.6166542,0.5462491,0.6532258,0.6527356
"320","ENZENKIRCHEN","UPPERAUSTRIA",0,0.2901655,0.2625128,0.3343434,0.3248031
"321","ENZENREITH","LOWERAUSTRIA",0,0.5539216,0.4416457,0.6094921,0.538398
"322","ENZERSDORF/FISCHA","LOWERAUSTRIA",0,0.5243573,0.443408,0.5736434,0.5106658
"323","ENZERSFELD","LOWERAUSTRIA",0,0.3904881,0.327252,0.4183267,0.3853428
"324","ENZESFELD-LINDABRUNN","LOWERAUSTRIA",0,0.6376229,0.5351185,0.7002257,0.6393953
"325","EPPENSTEIN","STYRIA",1,0.3344828,0.2905028,0.3444976,0.347032
"326","ERL","TYROL",1,0.1802168,0.1957746,0.2317979,0.2371706
"327","ERLACH","LOWERAUSTRIA",0,0.575797,0.4751491,0.6346685,0.5635995
"328","ERLAUF","LOWERAUSTRIA",0,0.4184704,0.3794118,0.4360465,0.4291971
"329","ERNSTBRUNN","LOWERAUSTRIA",0,0.3279542,0.2651964,0.3495394,0.3277718
"330","ERNSTHOFEN","LOWERAUSTRIA",0,0.4205379,0.3772836,0.4799659,0.4610389
"331","ERTL","LOWERAUSTRIA",0,0.1232227,0.0996979,0.1370968,0.1492537
"332","ESCHENAU","LOWERAUSTRIA",0,0.283871,0.246875,0.3080725,0.3007874
"333","ESCHENAU/HAUSRUCKKREIS","UPPERAUSTRIA",0,0.1392962,0.1282051,0.1336406,0.1820896
"334","ESTERNBERG","UPPERAUSTRIA",0,0.2063703,0.1716321,0.2504931,0.2040816
"335","ETMISSL","STYRIA",1,0.4301676,0.4514286,0.5128205,0.4573003
"336","ETSDORF-HAITZENDORF","LOWERAUSTRIA",0,0.3414912,0.280567,0.3812785,0.3359281
"337","ETZERSDORF-ROLLSDORF","STYRIA",1,0.3675451,0.3093923,0.4067321,0.3710345
"338","EUGENDORF","SALZBURG",0,0.2204693,0.2097066,0.254902,0.2571199
"339","EURATSFELD","LOWERAUSTRIA",0,0.123987,0.1042899,0.1290614,0.1373927
"340","FAGGEN","TYROL",1,0.2364865,0.2039474,0.2910448,0.1748252
"341","FAISTENAU","SALZBURG",0,0.1827451,0.1772334,0.2295752,0.21513
"342","FALKENDORF","STYRIA",1,0.248,0.1968504,0.2786885,0.21875
"343","FALKENSTEIN","LOWERAUSTRIA",0,0.1205098,0.0851351,0.1458824,0.1325758
"344","FALLBACH","LOWERAUSTRIA",0,0.1936561,0.1637631,0.2129472,0.1738382
"345","FAVORITEN","VIENNA",0,0.6399939,0.4686707,0.6803918,0.6111119
"346","FEHRING","STYRIA",1,0.3377574,0.2914923,0.3837812,0.3457643
"347","FEISTRITZ/ANGER","STYRIA",1,0.4196429,0.3347889,0.4819897,0.3704776
"348","FEISTRITZ/KNITTELFELD","STYRIA",1,0.5667656,0.4897361,0.6100629,0.5396342
"349","FEISTRITZ/ROSENTAL","CARINTHIA",1,0.5447586,0.4732411,0.6330049,0.5517449
"350","FEISTRITZ/WECHSEL","LOWERAUSTRIA",0,0.2982955,0.2758112,0.3256484,0.3498498
"351","FELD/SEE","CARINTHIA",1,0.4410163,0.3902743,0.5,0.4286593
"352","FELDKIRCHEN","CARINTHIA",1,0.4421633,0.3705872,0.494561,0.4411949
"353","FELDKIRCHEN/DONAU","UPPERAUSTRIA",0,0.3729292,0.351595,0.4351372,0.3737201
"354","FELDKIRCHEN/GRAZ","STYRIA",1,0.4456311,0.3910991,0.537087,0.4464633
"355","FELDKIRCHEN/KAERNTEN","CARINTHIA",1,0.4461271,0.3746794,0.5046028,0.4545231
"356","FELDKIRCHEN/MATTINGHOFEN","UPPERAUSTRIA",0,0.2452069,0.2100927,0.292482,0.2492401
"357","FELIXDORF","LOWERAUSTRIA",0,0.6802548,0.5057778,0.724525,0.6324787
"358","FELS/WAGRAM","LOWERAUSTRIA",0,0.3779461,0.3173803,0.4254423,0.3876872
"359","FENDELS","TYROL",1,0.1470588,0.1363636,0.1085271,0.1322314
"360","FERLACH","CARINTHIA",1,0.5495568,0.4611588,0.6520298,0.5347682
"361","FERNDORF","CARINTHIA",1,0.6181584,0.5030843,0.6679739,0.5905512
"362","FERNITZ","STYRIA",1,0.4772393,0.3983051,0.5351563,0.487367
"363","FERSCHNITZ","LOWERAUSTRIA",0,0.1418355,0.1532525,0.162612,0.1764706
"364","FIEBERBRUNN","TYROL",1,0.4,0.3341902,0.4543602,0.4187426
"365","FILZMOOS","SALZBURG",0,0.134106,0.1189759,0.1555184,0.144
"366","FINKENBERG","TYROL",1,0.2610722,0.1942715,0.3226601,0.2677346
"367","FINKENSTEIN","CARINTHIA",1,0.5339431,0.4628241,0.5916364,0.5367678
"368","FISCHAMEND","LOWERAUSTRIA",0,0.6306695,0.5344558,0.6963914,0.6222222
"369","FISCHBACH","STYRIA",1,0.3578067,0.2921551,0.4162769,0.3354204
"370","FISCHLHAM","UPPERAUSTRIA",0,0.3522562,0.2464387,0.396875,0.3673469
"371","FISS","TYROL",1,0.0431655,0.0900243,0.0416667,0.1183295
"372","FLACHAU","SALZBURG",0,0.2249346,0.1771094,0.2226212,0.2264151
"373","FLADNITZ/RAABTAL","STYRIA",1,0.4229167,0.2873303,0.4537635,0.3599138
"374","FLADNITZ/TEICHALM","STYRIA",1,0.2756681,0.2414266,0.3198263,0.2858974
"375","FLATSCHACH","STYRIA",1,0.3407407,0.312,0.3550725,0.3185185
"376","FLATTACH","CARINTHIA",1,0.5100251,0.436409,0.5524935,0.497549
"377","FLAURLING","TYROL",1,0.3321918,0.2764901,0.3892857,0.3382114
"378","FLIESS","TYROL",1,0.2893165,0.2760274,0.3156385,0.3157552
"379","FLIRSCH","TYROL",1,0.2891344,0.3220676,0.3333333,0.3617021
"380","FLOING","STYRIA",1,0.4368421,0.3375157,0.4720328,0.386511
"381","FLORIDSDORF","VIENNA",0,0.6209289,0.4581167,0.6674142,0.5945576
"382","FOHNSDORF","STYRIA",1,0.6112676,0.5013042,0.6905109,0.5935983
"383","FONTANELLA","VORARLBERG",1,0.0252101,0.0176211,0.0140187,0.0122951
"384","FORCHACH","TYROL",1,0.2266667,0.2043796,0.2222222,0.2745098
"385","FORCHTENSTEIN","BURGENLAND",0,0.5351022,0.460912,0.5573587,0.5207373
"386","FORNACH","UPPERAUSTRIA",0,0.2016807,0.1719457,0.2305987,0.2062084
"387","FORSTAU","SALZBURG",0,0.3068592,0.3368421,0.3678161,0.4119718
"388","FRAHAM","UPPERAUSTRIA",0,0.4639262,0.4011164,0.5252352,0.4851485
"389","FRANKENAU-UNTERPULLENDORF","BURGENLAND",0,0.3748764,0.3358696,0.3962635,0.3778947
"390","FRANKENBURG/HAUSRUCK","UPPERAUSTRIA",0,0.4815448,0.4146079,0.5071156,0.4970373
"391","FRANKENFELS","LOWERAUSTRIA",0,0.3484615,0.3045388,0.361753,0.3584492
"392","FRANKENMARKT","UPPERAUSTRIA",0,0.3679436,0.2706522,0.3979328,0.3572181
"393","FRANKING","UPPERAUSTRIA",0,0.2183623,0.1981567,0.2238806,0.2711443
"394","FRANNACH","STYRIA",1,0.2419825,0.2039106,0.2759644,0.2386364
"395","FRASTANZ","VORARLBERG",1,0.3016779,0.2323314,0.3347136,0.3090792
"396","FRAUENKIRCHEN","BURGENLAND",0,0.5418283,0.5403489,0.5726728,0.5690045
"397","FRAXERN","VORARLBERG",1,0.0714286,0.0707965,0.0823529,0.1120448
"398","FREILAND/DEUTSCHLANDSBERG","STYRIA",1,0.1566265,0.0795455,0.6314969,0.5780404
"399","FREINBERG","UPPERAUSTRIA",0,0.363871,0.3328999,0.3958603,0.4085106
"400","FRESACH","CARINTHIA",1,0.3990087,0.3563069,0.4490862,0.4187725
"401","FRIEDBERG","STYRIA",1,0.4348613,0.411188,0.4147831,0.4355503
"402","FRITZENS","TYROL",1,0.3618234,0.2741784,0.4298246,0.3798786
"403","FROHNLEITEN","STYRIA",1,0.5718935,0.5082936,0.613547,0.5635359
"404","FROJACH-KATSCH","STYRIA",1,0.319236,0.3029909,0.3943262,0.3586957
"405","FRUTTEN-GIESSELSDORF","STYRIA",1,0.1446541,0.1838074,0.2251656,0.1829026
"406","FUEGEN","TYROL",1,0.3555818,0.2680352,0.399635,0.3486345
"407","FUEGENBERG","TYROL",1,0.1856,0.1247485,0.2152318,0.1494436
"408","FULPMES","TYROL",1,0.2310213,0.1878323,0.2801187,0.2498654
"409","FURTH/GOETTWEIG","LOWERAUSTRIA",0,0.454488,0.3831041,0.4967277,0.4571797
"410","FURTH/TRIESTING","LOWERAUSTRIA",0,0.2384106,0.1461717,0.2406639,0.225
"411","FUSCH/GROSSGLOCKNERSTR.","SALZBURG",0,0.356674,0.2911695,0.4013304,0.3286713
"412","FUSCHL/SEE","SALZBURG",0,0.1957586,0.1582181,0.2354892,0.2321678
"413","FUSSACH","VORARLBERG",1,0.3191919,0.2663399,0.3316177,0.3593548
"414","GAADEN","LOWERAUSTRIA",0,0.4224924,0.2615804,0.4822581,0.3972028
"415","GAAL","STYRIA",1,0.270217,0.2312436,0.3235005,0.2811016
"416","GABERSDORF","STYRIA",1,0.2633864,0.2233429,0.2631579,0.2817919
"417","GABLITZ","LOWERAUSTRIA",0,0.373399,0.2978261,0.409042,0.3733927
"418","GAFLENZ","UPPERAUSTRIA",0,0.3315168,0.2822201,0.340628,0.373728
"419","GAI","STYRIA",1,0.4339623,0.3535354,0.5015806,0.4
"420","GAISHORN/SEE","STYRIA",1,0.4832605,0.4169096,0.5225225,0.4678112
"421","GAISSAU","VORARLBERG",1,0.2245557,0.1648746,0.2214651,0.2596006
"422","GALLIZIEN","CARINTHIA",1,0.4845938,0.4338677,0.5078125,0.4962617
"423","GALLMANNSEGG","STYRIA",1,0.4,0.3282828,0.4298643,0.4238095
"424","GALLNEUKIRCHEN","UPPERAUSTRIA",0,0.4080518,0.335027,0.4349711,0.4163913
"425","GALLSPACH","UPPERAUSTRIA",0,0.3560091,0.3012924,0.4141252,0.3564041
"426","GALLZEIN","TYROL",1,0.1772727,0.1830357,0.1990741,0.2136752
"427","GALTUER","TYROL",1,0.0445545,0.0810127,0.0666667,0.0581395
"428","GAMING","LOWERAUSTRIA",0,0.5822329,0.4972376,0.6339844,0.5819672
"429","GAMLITZ","STYRIA",1,0.3545354,0.3726257,0.3959731,0.4229145
"430","GAMPERN","UPPERAUSTRIA",0,0.2931442,0.2594637,0.3071948,0.308835
"431","GAMS/HIEFLAU","STYRIA",1,0.5240964,0.4607219,0.5410526,0.495935
"432","GARS/KAMP","LOWERAUSTRIA",0,0.3544357,0.2950673,0.3999191,0.3227932
"433","GARSTEN","UPPERAUSTRIA",0,0.377661,0.3136275,0.4435484,0.3760493
"434","GASCHURN","VORARLBERG",1,0.2828882,0.1995134,0.3039117,0.2927794
"435","GASEN","STYRIA",1,0.3782148,0.3224299,0.3829457,0.3616692
"436","GASPOLTSHOFEN","UPPERAUSTRIA",0,0.3586754,0.2912529,0.3812849,0.3577628
"437","GASTERN","LOWERAUSTRIA",0,0.3150538,0.2523585,0.3364583,0.3013857
"438","GATTENDORF","BURGENLAND",0,0.5352113,0.4921363,0.5783212,0.5517011
"439","GAWEINSTAL","LOWERAUSTRIA",0,0.2897395,0.2567496,0.3024129,0.333698
"440","GEBOLTSKIRCHEN","UPPERAUSTRIA",0,0.4268868,0.3556638,0.446281,0.4218942
"441","GEDERSDORF","LOWERAUSTRIA",0,0.3958513,0.3801787,0.4582593,0.4170984
"442","GEIERSBERG","UPPERAUSTRIA",0,0.2315113,0.2107023,0.2577319,0.225256
"443","GEINBERG","UPPERAUSTRIA",0,0.3371795,0.2410596,0.3604061,0.2968961
"444","GEISTTHAL","STYRIA",1,0.3563403,0.352459,0.4023569,0.4239865
"445","GEORGSBERG","STYRIA",1,0.2995227,0.2694541,0.3754693,0.3277405
"446","GERAS","LOWERAUSTRIA",0,0.2124646,0.2166324,0.2152714,0.2483092
"447","GERASDORF/WIEN","LOWERAUSTRIA",0,0.5358839,0.4107752,0.5770096,0.5219985
"448","GERERSDORF","LOWERAUSTRIA",0,0.2642586,0.1984877,0.3146718,0.2739464
"449","GERERSDORF-SULZ","BURGENLAND",0,0.3705179,0.3762376,0.3925234,0.4035088
"450","GERETSBERG","UPPERAUSTRIA",0,0.2099828,0.2185315,0.2697842,0.1818182
"451","GERLOS","TYROL",1,0.2912205,0.2703349,0.3930233,0.3060345
"452","GERLOSBERG","TYROL",1,0.0824176,0.045977,0.1381215,0.0964467
"453","GERSDORF/FEISTRITZ","STYRIA",1,0.1391626,0.1505508,0.1746667,0.1573171
"454","GFOEHL","LOWERAUSTRIA",0,0.3066057,0.2319654,0.3207781,0.2982895
"455","GIESSHUEBL","LOWERAUSTRIA",0,0.2790419,0.2206573,0.3116037,0.2911084
"456","GILGENBERG/WEILHART","UPPERAUSTRIA",0,0.1674877,0.1672241,0.1917808,0.1813644
"457","GITSCHTAL","CARINTHIA",1,0.3932092,0.3305489,0.4108796,0.369637
"458","GLANEGG","CARINTHIA",1,0.5517241,0.4620811,0.5928571,0.5504587
"459","GLANZ/WEINSTRASSE","STYRIA",1,0.3480726,0.2384888,0.3333333,0.3289902
"460","GLEINSTAETTEN","STYRIA",1,0.3397129,0.3127188,0.3707124,0.3459268
"461","GLEISDORF","STYRIA",1,0.3991292,0.3454766,0.4392442,0.3932095
"462","GLINZENDORF","LOWERAUSTRIA",0,0.2922078,0.2444444,0.3043478,0.2857143
"463","GLOBASNITZ","CARINTHIA",1,0.4960784,0.4570447,0.5208768,0.5507692
"464","GLOGGNITZ","LOWERAUSTRIA",0,0.5819944,0.4831432,0.6223952,0.5759841
"465","GLOJACH","STYRIA",1,0.1973684,0.1375,0.2466667,0.1523179
"466","GNADENDORF","LOWERAUSTRIA",0,0.1747573,0.1179361,0.1870504,0.1844059
"467","GNADENWALD","TYROL",1,0.2051282,0.1003236,0.1686275,0.1698113
"468","GNAS","STYRIA",1,0.1717172,0.1479897,0.2112554,0.1806828
"469","GNESAU","CARINTHIA",1,0.3409396,0.2863502,0.39779,0.3309456
"470","GNIEBING-WEISSENBACH","STYRIA",1,0.3094868,0.2420334,0.3675582,0.3134557
"471","GOEFIS","VORARLBERG",1,0.2236231,0.197502,0.2505293,0.2805519
"472","GOELLERSDORF","LOWERAUSTRIA",0,0.2846348,0.2447002,0.3088607,0.2925127
"473","GOEMING","SALZBURG",0,0.1195335,0.1364985,0.1455696,0.1347305
"474","GOEPFRITZ/WILD","LOWERAUSTRIA",0,0.3906867,0.3465176,0.3944664,0.4264825
"475","GOERIACH","SALZBURG",0,0.1755319,0.2821782,0.1945946,0.2392344
"476","GOESSENBERG","STYRIA",1,0.1381215,0.1123596,0.1369048,0.1436464
"477","GOESSENDORF","STYRIA",1,0.4490566,0.3634752,0.5417228,0.4991023
"478","GOESSNITZ","STYRIA",1,0.2911051,0.2336182,0.3502674,0.2805195
"479","GOESTLING/YBBS","LOWERAUSTRIA",0,0.4045689,0.3572531,0.4228487,0.4254518
"480","GOETTLESBRUNN-ARBESTHAL","LOWERAUSTRIA",0,0.2744063,0.2130102,0.2988981,0.2823087
"481","GOETZENDORF/LEITHA","LOWERAUSTRIA",0,0.5268924,0.4300469,0.5451647,0.5438766
"482","GOETZENS","TYROL",1,0.2955044,0.2465969,0.3718025,0.3042781
"483","GOETZIS","VORARLBERG",1,0.2748107,0.2424795,0.2955363,0.3239492
"484","GOING/WILDEN KAISER","TYROL",1,0.2653563,0.1976593,0.316,0.3173653
"485","GOLDEGG","SALZBURG",0,0.3252336,0.2894962,0.3801337,0.3426009
"486","GOLDWOERTH","UPPERAUSTRIA",0,0.3753149,0.3646532,0.410628,0.4075
"487","GOLLING/ERLAUF","LOWERAUSTRIA",0,0.8134111,0.703631,0.8360656,0.8237585
"488","GOLLING/SALZACH","SALZBURG",0,0.4036827,0.3379875,0.460972,0.3952309
"489","GOLS","BURGENLAND",0,0.4664903,0.4642693,0.5218764,0.5163068
"490","GOSAU","UPPERAUSTRIA",0,0.6517928,0.5692056,0.6895451,0.6289063
"491","GOSSENDORF","STYRIA",1,0.2447552,0.2089552,0.2422481,0.2677419
"492","GRABERN","LOWERAUSTRIA",0,0.1954436,0.1654589,0.209697,0.2098159
"493","GRABERSDORF","STYRIA",1,0.0921053,0.0882353,0.1408451,0.1106719
"494","GRADEN","STYRIA",1,0.4986595,0.421875,0.4194444,0.5265823
"495","GRAFENBACH-ST.VALENTIN","LOWERAUSTRIA",0,0.5855488,0.4944974,0.6450247,0.5934677
"496","GRAFENDORF/HARTBERG","STYRIA",1,0.2535401,0.230234,0.2952314,0.2526178
"497","GRAFENSCHACHEN","BURGENLAND",0,0.6033275,0.5784149,0.6216931,0.6210705
"498","GRAFENSCHLAG","LOWERAUSTRIA",0,0.2020033,0.1917563,0.2185971,0.2422145
"499","GRAFENSTEIN","CARINTHIA",1,0.4377934,0.3467272,0.4950249,0.4042158
"500","GRAFENWOERTH","LOWERAUSTRIA",0,0.3948583,0.3646302,0.4271589,0.4018146
"501","GRALLA","STYRIA",1,0.5418182,0.5155709,0.5772558,0.5639269
"502","GRAMAIS","TYROL",1,0.1351351,0.1142857,0.0909091,0.1284722
"503","GRAMASTETTEN","UPPERAUSTRIA",0,0.2429284,0.2228219,0.2765679,0.2544571
"504","GRAMATNEUSIEDL","LOWERAUSTRIA",0,0.6787401,0.5491803,0.725552,0.6497129
"505","GRAMBACH","STYRIA",1,0.3905579,0.2853369,0.4675716,0.3934426
"506","GRATKORN","STYRIA",1,0.6316755,0.5379506,0.6568535,0.6221704
"507","GRATWEIN","STYRIA",1,0.5724432,0.4589072,0.6300971,0.5657534
"508","GRAZ (STADT)","STYRIA",1,0.4201786,0.3114635,0.4795345,0.4118517
"509","GRAZ-UMGEBUNG","STYRIA",1,0.4440562,0.3643742,0.5021994,0.4490313
"510","GREIFENBURG","CARINTHIA",1,0.3508168,0.3196262,0.4033539,0.3411662
"511","GREIN","UPPERAUSTRIA",0,0.415535,0.3943978,0.4433497,0.4321255
"512","GREINBACH","STYRIA",1,0.2747953,0.2411972,0.3038729,0.2656113
"513","GRESSENBERG","STYRIA",1,0.3878327,0.3565574,0.3571429,0.3265306
"514","GRESTEN","LOWERAUSTRIA",0,0.4852547,0.3672922,0.5328597,0.4594356
"515","GRESTEN-LAND","LOWERAUSTRIA",0,0.1570797,0.1271478,0.1899313,0.1589862
"516","GRIES/SELLRAIN","TYROL",1,0.2453416,0.2384342,0.2754098,0.2570533
"517","GRIFFEN","CARINTHIA",1,0.3841783,0.3246377,0.4348423,0.3733032
"518","GRINS","TYROL",1,0.2931298,0.3428144,0.3131783,0.3363363
"519","GRINZENS","TYROL",1,0.2982456,0.2415813,0.3657817,0.3
"520","GROEBMING","STYRIA",1,0.3636364,0.2904943,0.4229902,0.3529001
"521","GROEDIG","SALZBURG",0,0.5111043,0.4082771,0.5650253,0.5266008
"522","GROSS ST.FLORIAN","STYRIA",1,0.3795659,0.3159871,0.4088219,0.3813953
"523","GROSS-ENGERSDORF","LOWERAUSTRIA",0,0.2956989,0.4146341,0.2678227,0.2955298
"524","GROSS-ENZERSDORF","LOWERAUSTRIA",0,0.4714395,0.3832446,0.5040929,0.4817784
"525","GROSS-GERUNGS","LOWERAUSTRIA",0,0.1872284,0.1758242,0.2197262,0.2130596
"526","GROSS-SCHWEINBARTH","LOWERAUSTRIA",0,0.1864407,0.3128655,0.2909091,0.3481481
"527","GROSS-SIEGHARTS","LOWERAUSTRIA",0,0.510157,0.4371197,0.5269161,0.5057197
"528","GROSSARL","SALZBURG",0,0.3487324,0.3399066,0.3666866,0.4171152
"529","GROSSDIETMANNS","LOWERAUSTRIA",0,0.3512518,0.3271513,0.4738707,0.392029
"530","GROSSEBERSDORF","LOWERAUSTRIA",0,0.42713,0.2290373,0.4360731,0.4508197
"531","GROSSGMAIN","SALZBURG",0,0.2189409,0.1965889,0.2616452,0.2580331
"532","GROSSGOETTFRITZ","LOWERAUSTRIA",0,0.1599526,0.160221,0.1766871,0.213615
"533","GROSSHARRAS","LOWERAUSTRIA",0,0.2880795,0.2472325,0.3294491,0.3023783
"534","GROSSHART","STYRIA",1,0.2650919,0.2246377,0.311828,0.2666667
"535","GROSSHOEFLEIN","BURGENLAND",0,0.5068244,0.4309587,0.5482981,0.5113533
"536","GROSSHOFEN","LOWERAUSTRIA",0,0.3032544,0.1162791,0.3225331,0.1632653
"537","GROSSKIRCHHEIM","CARINTHIA",1,0.2969837,0.2529976,0.3490683,0.3088235
"538","GROSSKLEIN","STYRIA",1,0.3372822,0.3015037,0.3832249,0.3808511
"539","GROSSKRUT","LOWERAUSTRIA",0,0.300086,0.2472527,0.3358714,0.3001761
"540","GROSSLOBMING","STYRIA",1,0.4918626,0.4427001,0.5836735,0.5039495
"541","GROSSMUGL","LOWERAUSTRIA",0,0.1234177,0.1372119,0.1478522,0.1414474
"542","GROSSPETERSDORF","BURGENLAND",0,0.5545649,0.5307612,0.5700211,0.5625672
"543","GROSSRADL","STYRIA",1,0.3536201,0.3271335,0.3802497,0.3621053
"544","GROSSRAMING","UPPERAUSTRIA",0,0.4082744,0.3832237,0.4469866,0.4225195
"545","GROSSRIEDENTHAL","LOWERAUSTRIA",0,0.2492401,0.2269841,0.2674772,0.2976744
"546","GROSSRUSSBACH","LOWERAUSTRIA",0,0.1920152,0.1908676,0.224261,0.212828
"547","GROSSSCHOENAU","LOWERAUSTRIA",0,0.1794195,0.1678623,0.2168675,0.1878453
"548","GROSSSOELK","STYRIA",1,0.4567568,0.3244838,0.484375,0.4027778
"549","GROSSSTUEBING","STYRIA",1,0.402439,0.3074074,0.4285714,0.4092664
"550","GROSSTEINBACH","STYRIA",1,0.1471611,0.1320755,0.2031063,0.1757225
"551","GROSSWARASDORF","BURGENLAND",0,0.3703704,0.3514894,0.3830882,0.4003393
"552","GROSSWEIKERSDORF","LOWERAUSTRIA",0,0.3028571,0.2721202,0.3323683,0.3255942
"553","GROSSWILFERSDORF","STYRIA",1,0.2342918,0.202781,0.2873303,0.2618535
"554","GRUENAU/ALMTAL","UPPERAUSTRIA",0,0.444525,0.379737,0.4968017,0.4560061
"555","GRUENBACH","UPPERAUSTRIA",0,0.2657841,0.239521,0.2663803,0.30793
"556","GRUENBACH/SCHNEEBERG","LOWERAUSTRIA",0,0.6499712,0.5320435,0.6831461,0.6052009
"557","GRUENBURG","UPPERAUSTRIA",0,0.467898,0.3612396,0.5,0.4775435
"558","GRUNDLSEE","STYRIA",1,0.5139394,0.4859438,0.5758294,0.5156627
"559","GSCHAID/BIRKFELD","STYRIA",1,0.3468395,0.2730263,0.4161184,0.3047138
"560","GSCHNITZ","TYROL",1,0.2319392,0.1899225,0.2391304,0.2284644
"561","GSCHWANDT","UPPERAUSTRIA",0,0.3708955,0.3236994,0.4085174,0.3818581
"562","GUETTENBACH","BURGENLAND",0,0.4096728,0.374462,0.4231884,0.4237537
"563","GUMPOLDSKIRCHEN","LOWERAUSTRIA",0,0.3728448,0.3100858,0.4195583,0.3596112
"564","GUNDERSDORF","STYRIA",1,0.2538462,0.2480916,0.3921569,0.2724014
"565","GUNSKIRCHEN","UPPERAUSTRIA",0,0.4163606,0.3527249,0.4471002,0.4033641
"566","GUNTERSDORF","LOWERAUSTRIA",0,0.2972603,0.2547307,0.2785515,0.302391
"567","GUNTRAMSDORF","LOWERAUSTRIA",0,0.5660054,0.433839,0.6229468,0.56488
"568","GURK","CARINTHIA",1,0.354874,0.3298611,0.3972758,0.3384615
"569","GURTEN","UPPERAUSTRIA",0,0.2818058,0.2234186,0.29233,0.2908587
"570","GUSSWERK","STYRIA",1,0.6776076,0.6457811,0.7288256,0.670905
"571","GUTAU","UPPERAUSTRIA",0,0.3402824,0.3252688,0.3546392,0.3682386
"572","GUTENBERG/RAABKLAMM","STYRIA",1,0.4469821,0.4117647,0.4530201,0.4379906
"573","GUTENBRUNN","LOWERAUSTRIA",0,0.5157658,0.4925373,0.5759036,0.5342466
"574","GUTENSTEIN","LOWERAUSTRIA",0,0.388,0.320356,0.394685,0.3839104
"575","GUTTARING","CARINTHIA",1,0.4596696,0.3913043,0.4880084,0.4384615
"576","HAAG","LOWERAUSTRIA",0,0.3356559,0.2869841,0.3632149,0.3321711
"577","HAAG/HAUSRUCK","UPPERAUSTRIA",0,0.3634085,0.3216424,0.4084746,0.4086661
"578","HADERSDORF-KAMMERN","LOWERAUSTRIA",0,0.4574861,0.3901582,0.5014327,0.4587074
"579","HADRES","LOWERAUSTRIA",0,0.3137755,0.2826087,0.3624801,0.3272561
"580","HAESELGEHR","TYROL",1,0.1341772,0.1217391,0.1465969,0.1478697
"581","HAFNERBACH","LOWERAUSTRIA",0,0.3229491,0.2959184,0.3675676,0.3432377
"582","HAFNING/TROFAIACH","STYRIA",1,0.5436811,0.469657,0.5987599,0.5407079
"583","HAGENBERG/MUEHLKREIS","UPPERAUSTRIA",0,0.5176175,0.4014925,0.5513414,0.5167576
"584","HAGENBRUNN","LOWERAUSTRIA",0,0.3594165,0.2517564,0.3878157,0.3460123
"585","HAIBACH/DONAU","UPPERAUSTRIA",0,0.3358682,0.2779188,0.359116,0.3508982
